Approval_Year,Drug_Name,ChEMBL_ID
1982,LEVALLORPHAN,CHEMBL1254682
1982,LEVALLORPHAN TARTRATE,CHEMBL2062276
1982,LEVOMEPROMAZINE,CHEMBL1764
1982,LEVONORGESTREL,CHEMBL1389
1982,LYPRESSIN,CHEMBL1200690
1982,MAGNESIUM OXIDE,CHEMBL1200572
1982,MALATHION,CHEMBL1200468
1982,MEBUTAMATE,CHEMBL1200922
1982,MECLOCYCLINE SULFOSALICYLATE,CHEMBL261772
1982,MEPREDNISONE,CHEMBL1201148
1982,METHACYCLINE,CHEMBL249837
1982,METHACYCLINE HYDROCHLORIDE,CHEMBL2146123
1982,METHARBITAL,CHEMBL450
1982,METHDILAZINE,CHEMBL1200959
1982,METHDILAZINE HYDROCHLORIDE,CHEMBL1200532
1982,METHICILLIN,CHEMBL575
1982,METHICILLIN SODIUM,CHEMBL3181832
1982,METHIXENE,CHEMBL1201342
1982,METHIXENE HYDROCHLORIDE,CHEMBL1200426
1982,METHOXAMINE,CHEMBL524
1982,METHOXAMINE HYDROCHLORIDE,CHEMBL1201103
1982,METHYLPROMAZINE,CHEMBL829
1982,METHYPRYLON,CHEMBL1200790
1982,METOCURINE,CHEMBL1259
1982,METOCURINE IODIDE,CHEMBL1739
1982,MOXALACTAM,CHEMBL74632
1982,MOXALACTAM DISODIUM,CHEMBL1200357
1982,NICLOSAMIDE,CHEMBL1448
1982,OXYPHENCYCLIMINE,CHEMBL1495
1982,OXYPHENCYCLIMINE HYDROCHLORIDE,CHEMBL1200891
1982,OXYPHENONIUM,CHEMBL1201286
1982,OXYPHENONIUM BROMIDE,CHEMBL1200906
1982,OXYTETRACYCLINE CALCIUM,CHEMBL3989568
1982,PARAMETHASONE ACETATE,CHEMBL1200342
1982,PARGYLINE,CHEMBL673
1982,PARGYLINE HYDROCHLORIDE,CHEMBL1200425
1982,PENTETATE INDIUM DISODIUM,CHEMBL2111129
1982,PENTETATE INDIUM DISODIUM IN 111,CHEMBL2107480
1982,PENTOLINIUM,CHEMBL1271
1982,PENTOLINIUM TARTRATE,CHEMBL1318287
1982,PHENINDIONE,CHEMBL711
1982,PHENMETRAZINE,CHEMBL1201208
1982,PHENMETRAZINE HYDROCHLORIDE,CHEMBL1200483
1982,PHENSUXIMIDE,CHEMBL797
1982,PHENYL AMINOSALICYLATE,CHEMBL1200868
1982,PINDOLOL,CHEMBL500
1982,PIROXICAM,CHEMBL527
1982,PRAZEPAM,CHEMBL969
1982,PRAZIQUANTEL,CHEMBL976
1982,PROPOXYCAINE,CHEMBL1195
1982,PROPOXYCAINE HYDROCHLORIDE,CHEMBL1769
1982,PROTOKYLOL,CHEMBL1201273
1982,PROTOKYLOL HYDROCHLORIDE,CHEMBL1200893
1982,PYRVINIUM,CHEMBL1201303
1982,PYRVINIUM PAMOATE,CHEMBL1908377
1982,QUINESTROL,CHEMBL1201165
1982,QUINIDINE POLYGALACTURONATE,CHEMBL1201486
1982,SARALASIN,CHEMBL938
1982,SARALASIN ACETATE,CHEMBL1200670
1982,SODIUM CARBONATE,CHEMBL186314
1982,STREPTOZOCIN,CHEMBL1651906
1982,SULFAMERAZINE,CHEMBL438
1982,SULFAPHENAZOLE,CHEMBL1109
1982,SULFISOXAZOLE DIOLAMINE,CHEMBL1200321
1982,SULFOXONE,CHEMBL1570
1982,SULFOXONE SODIUM,CHEMBL1200580
1982,TALBUTAL,CHEMBL1200802
1982,TECHNETIUM DISOFENIN,CHEMBL2110575
1982,TECHNETIUM SUCCIMER,CHEMBL2110572
1982,TECHNETIUM TC 99M DISOFENIN,CHEMBL1200923
1982,TECHNETIUM TC 99M SUCCIMER,CHEMBL1200797
1982,THEOPHYLLINE GLYCINATE,CHEMBL1208646
1982,THEOPHYLLINE SODIUM GLYCINATE,CHEMBL1200578
1982,THIAMYLAL,CHEMBL440
1982,THIAMYLAL SODIUM,CHEMBL1201065
1982,THIOPENTAL,CHEMBL441
1982,THIOPENTAL SODIUM,CHEMBL738
1982,THYROGLOBULIN,CHEMBL1201650
1982,TRICLOFOS,CHEMBL1201317
1982,TRICLOFOS SODIUM,CHEMBL1200789
1982,TRIMEPRAZINE TARTRATE,CHEMBL3989885
1982,TRIMETHAPHAN,CHEMBL1201329
1982,TRIMETHAPHAN CAMSYLATE,CHEMBL1245
1982,VASOPRESSIN TANNATE,CHEMBL1201528
1982,VERATRUM VIRIDE ROOT,CHEMBL1201531
1982,VIOMYCIN,CHEMBL3085436
1982,VIOMYCIN SULFATE,CHEMBL3989823
1982,WARFARIN POTASSIUM,CHEMBL1200772
1982,XENON,CHEMBL1236802
1982,XENON XE 127,CHEMBL1200673
1983,ACETOHYDROXAMIC ACID,CHEMBL734
1983,ALUMINUM HYDROXIDE,CHEMBL1200706
1983,ATRACURIUM,CHEMBL1360
1983,ATRACURIUM BESYLATE,CHEMBL1200527
1983,BENTIROMIDE,CHEMBL1200368
1983,BUMETANIDE,CHEMBL1072
1983,BUTALBITAL,CHEMBL454
1983,CEFTIZOXIME,CHEMBL528
1983,CEFTIZOXIME SODIUM,CHEMBL1201019
1983,CEFUROXIME SODIUM,CHEMBL2146124
1983,CHENODIOL,CHEMBL240597
1983,CYCLOSPORINE,CHEMBL160
1983,DIHYDROCODEINE,CHEMBL1595
1983,DIHYDROCODEINE BITARTRATE,CHEMBL2062266
1983,DIVALPROEX SODIUM,CHEMBL2105613
1983,ETOPOSIDE,CHEMBL44657
1983,INDAPAMIDE,CHEMBL406
1983,INSULIN ZINC SUSP SEMISYNTHETIC PURIFIED HUMAN,CHEMBL1201543
1983,MAGNESIUM TRISILICATE,CHEMBL2096633
1983,NANDROLONE DECANOATE,CHEMBL1200946
1983,NETILMICIN,CHEMBL1572
1983,NETILMICIN SULFATE,CHEMBL3989829
1983,OXPRENOLOL,CHEMBL546
1983,OXPRENOLOL HYDROCHLORIDE,CHEMBL1200745
1983,RANITIDINE,CHEMBL1790041
1983,RANITIDINE HYDROCHLORIDE,CHEMBL2110372
1983,SODIUM ACETATE,CHEMBL1354
1983,SODIUM CITRATE,CHEMBL1355
1983,"SODIUM PHOSPHATE, DIBASIC",CHEMBL2107560
1983,"SODIUM PHOSPHATE, MONOBASIC",CHEMBL1368
1983,TECHNETIUM TC 99M ALBUMIN COLLOID,CHEMBL1201409
1983,TIOCONAZOLE,CHEMBL1200438
1983,TRIPROLIDINE,CHEMBL855
1983,TRIPROLIDINE HYDROCHLORIDE,CHEMBL3188034
1983,TRISILICATE,CHEMBL2109882
1984,ACEBUTOLOL,CHEMBL642
1984,ACEBUTOLOL HYDROCHLORIDE,CHEMBL1200813
1984,AMDINOCILLIN,CHEMBL530
1984,BENDAZAC,CHEMBL1089221
1984,BENZOYL PEROXIDE,CHEMBL1200370
1984,BITOLTEROL,CHEMBL1201295
1984,BITOLTEROL MESYLATE,CHEMBL1200405
1984,CEFONICID,CHEMBL1601
1984,CEFONICID SODIUM,CHEMBL1201005
1984,CEFORANIDE,CHEMBL1201046
1984,CEFTRIAXONE,CHEMBL161
1984,CEFTRIAXONE SODIUM,CHEMBL3183968
1984,CHLORPHENIRAMINE POLISTIREX,CHEMBL1201659
1984,CLAVULANATE POTASSIUM,CHEMBL1003
1984,CLAVULANIC ACID,CHEMBL777
1984,DEXTROMETHORPHAN HYDROBROMIDE,CHEMBL1256818
1984,GLIPIZIDE,CHEMBL1073
1984,GLYBURIDE,CHEMBL472
1984,HYDROMORPHONE HYDROCHLORIDE,CHEMBL1237055
1984,INAMRINONE,CHEMBL12856
1984,INAMRINONE LACTATE,CHEMBL2096642
1984,IODOHIPPURATE,CHEMBL1681
1984,IODOHIPPURATE SODIUM I 123,CHEMBL1200439
1984,ISOETHARINE MESYLATE,CHEMBL1201153
1984,LABETALOL,CHEMBL429
1984,LABETALOL HYDROCHLORIDE,CHEMBL1200323
1984,MORPHINE,CHEMBL70
1984,MORPHINE SULFATE,CHEMBL2103744
1984,NALTREXONE,CHEMBL19019
1984,NALTREXONE HYDROCHLORIDE,CHEMBL1201149
1984,NICOTINE,CHEMBL3
1984,NICOTINE POLACRILEX,CHEMBL1201536
1984,NOMIFENSINE,CHEMBL273575
1984,NOMIFENSINE MALEATE,CHEMBL1256842
1984,PENTAMIDINE,CHEMBL55
1984,PENTAMIDINE ISETHIONATE,CHEMBL361506
1984,PENTOXIFYLLINE,CHEMBL628
1984,PHENYLPROPANOLAMINE POLISTIREX,CHEMBL1201535
1984,PILOCARPINE HYDROCHLORIDE,CHEMBL1200330
1984,PIMOZIDE,CHEMBL1423
1984,POLYETHYLENE GLYCOL 3350,CHEMBL1201479
1984,PROTEIN HYDROLYSATE,CHEMBL1201652
1984,SODIUM SULFATE,CHEMBL3989856
1984,SODIUM SULFATE ANHYDROUS,CHEMBL233406
1984,SUFENTANIL,CHEMBL658
1984,SUFENTANIL CITRATE,CHEMBL1201163
1984,TOCAINIDE,CHEMBL1762
1984,TOCAINIDE HYDROCHLORIDE,CHEMBL1200773
1984,TOLOXATONE,CHEMBL18116
1984,TRILOSTANE,CHEMBL1200907
1984,VECURONIUM,CHEMBL1201219
1984,VECURONIUM BROMIDE,CHEMBL1200629
1985,AMIODARONE,CHEMBL633
1985,AMIODARONE HYDROCHLORIDE,CHEMBL1083993
1985,AMMONIUM LACTATE,CHEMBL1200747
1985,ASCORBIC ACID,CHEMBL196
1985,AURANOFIN,CHEMBL1366
1985,BETAXOLOL,CHEMBL423
1985,BETAXOLOL HYDROCHLORIDE,CHEMBL1691
1985,BIOTIN,CHEMBL857
1985,BUPROPION,CHEMBL894
1985,BUPROPION HYDROCHLORIDE,CHEMBL1698
1985,BUTOCONAZOLE,CHEMBL1295
1985,BUTOCONAZOLE NITRATE,CHEMBL1200398
1985,CEFOTETAN,CHEMBL474579
1985,CEFOTETAN DISODIUM,CHEMBL1201098
1985,CEFTAZIDIME,CHEMBL44354
1985,CILASTATIN,CHEMBL766
1985,CILASTATIN SODIUM,CHEMBL1201057
1985,CIPROFIBRATE,CHEMBL557555
1985,CLOBETASOL PROPIONATE,CHEMBL1159650
1985,CODEINE POLISTIREX,CHEMBL1201463
1985,DEXPANTHENOL,CHEMBL1200979
1985,DRONABINOL,CHEMBL465
1985,ENALAPRIL,CHEMBL578
1985,ENALAPRIL MALEATE,CHEMBL1200659
1985,FLECAINIDE,CHEMBL652
1985,FLECAINIDE ACETATE,CHEMBL1200822
1985,IMIPENEM,CHEMBL148
1985,IMIPENEM,CHEMBL43708
1985,INDIUM IN 111 OXYQUINOLINE,CHEMBL1200452
1985,INDIUM OXYQUINOLINE,CHEMBL2110573
1985,INDOMETHACIN SODIUM,CHEMBL3989410
1985,INSULIN SUSP ISOPHANE SEMISYNTHETIC PURIFIED HUMAN,CHEMBL1201627
1985,INSULIN ZINC SUSP RECOMBINANT HUMAN,CHEMBL1201644
1985,IOHEXOL,CHEMBL1200455
1985,IOPAMIDOL,CHEMBL1200932
1985,IOXAGLATE MEGLUMINE,CHEMBL1200508
1985,IOXAGLATE SODIUM,CHEMBL1200743
1985,IOXAGLIC ACID,CHEMBL1201291
1985,LEUPROLIDE,CHEMBL1201199
1985,LEUPROLIDE ACETATE,CHEMBL1200775
1985,LEVOBUNOLOL,CHEMBL1201237
1985,LEVOBUNOLOL HYDROCHLORIDE,CHEMBL1201177
1985,LEVOCARNITINE,CHEMBL1149
1985,MEXILETINE,CHEMBL558
1985,MEXILETINE HYDROCHLORIDE,CHEMBL1200606
1985,MIDAZOLAM,CHEMBL655
1985,MIDAZOLAM HYDROCHLORIDE,CHEMBL1200420
1985,MONOCTANOIN,CHEMBL3301678
1985,MONOCTANOIN,CHEMBL3304484
1985,NABILONE,CHEMBL2218896
1985,POTASSIUM CITRATE,CHEMBL3989822
1985,POTASSIUM CITRATE ANHYDROUS,CHEMBL1200458
1985,POVIDONE-IODINE,CHEMBL1201724
1985,PYRIDOXINE,CHEMBL1364
1985,QUAZEPAM,CHEMBL1200472
1985,RIBAVIRIN,CHEMBL1643
1985,RIBOFLAVIN 5'-PHOSPHATE,CHEMBL1201794
1985,RIBOFLAVIN 5'-PHOSPHATE SODIUM,CHEMBL3989697
1985,SODIUM BICARBONATE,CHEMBL1353
1985,SOMATREM,CHEMBL1201620
1985,SULCONAZOLE,CHEMBL1221
1985,SULCONAZOLE NITRATE,CHEMBL1200348
1985,SULFANILAMIDE,CHEMBL21
1985,SUPROFEN,CHEMBL956
1985,TARTARIC ACID,CHEMBL1200861
1985,TERFENADINE,CHEMBL17157
1985,THIAMINE,CHEMBL1588
1985,THIAMINE ION,CHEMBL1547
1985,TOLAZOLINE,CHEMBL770
1985,TOLAZOLINE HYDROCHLORIDE,CHEMBL1689
1985,TRIENTINE,CHEMBL609
1985,TRIENTINE HYDROCHLORIDE,CHEMBL3989777
1985,VITAMIN E,CHEMBL3989727
1986,ALFENTANIL,CHEMBL634
1986,ALFENTANIL HYDROCHLORIDE,CHEMBL1200531
1986,AMISULPRIDE,CHEMBL243712
1986,AZTREONAM,CHEMBL158
1986,BRETYLIUM,CHEMBL1199080
1986,BRETYLIUM TOSYLATE,CHEMBL1095292
1986,BUSPIRONE,CHEMBL49
1986,BUSPIRONE HYDROCHLORIDE,CHEMBL1200399
1986,CALCITONIN HUMAN,CHEMBL4594248
1986,CHROMIC CHLORIDE,CHEMBL1200528
1986,CLINDAMYCIN PALMITATE,CHEMBL1201289
1986,CLINDAMYCIN PALMITATE HYDROCHLORIDE,CHEMBL1200632
1986,CLOFAZIMINE,CHEMBL1292
1986,CUPRIC CHLORIDE,CHEMBL1200553
1986,CYSTEINE,CHEMBL863
1986,CYSTEINE HYDROCHLORIDE,CHEMBL1200630
1986,ENCAINIDE,CHEMBL315838
1986,ENCAINIDE HYDROCHLORIDE,CHEMBL2106155
1986,ESMOLOL,CHEMBL768
1986,ESMOLOL HYDROCHLORIDE,CHEMBL1201115
1986,ETRETINATE,CHEMBL464
1986,FAMOTIDINE,CHEMBL902
1986,FLUOROMETHOLONE ACETATE,CHEMBL1201064
1986,FLURBIPROFEN,CHEMBL563
1986,FLURBIPROFEN SODIUM,CHEMBL3989754
1986,GUANFACINE,CHEMBL862
1986,GUANFACINE HYDROCHLORIDE,CHEMBL1200494
1986,HALOPERIDOL DECANOATE,CHEMBL1200986
1986,INTERFERON ALFA-2A,CHEMBL2108508
1986,INTERFERON ALFA-2B,CHEMBL1201558
1986,IPRATROPIUM,CHEMBL1621597
1986,IPRATROPIUM BROMIDE,CHEMBL2134724
1986,ISOSORBIDE DINITRATE,CHEMBL6622
1986,KETOPROFEN,CHEMBL571
1986,LOXOPROFEN,CHEMBL19299
1986,MANGANESE CHLORIDE,CHEMBL5314371
1986,MANGANESE CHLORIDE ANHYDROUS,CHEMBL1200693
1986,METHACHOLINE,CHEMBL978
1986,METHACHOLINE CHLORIDE,CHEMBL1200764
1986,MUROMONAB-CD3,CHEMBL1201608
1986,NORFLOXACIN,CHEMBL9
1986,OXYMETAZOLINE,CHEMBL762
1986,OXYMETAZOLINE HYDROCHLORIDE,CHEMBL1200791
1986,PERMETHRIN,CHEMBL1525
1986,PIRBUTEROL,CHEMBL1094966
1986,PIRBUTEROL ACETATE,CHEMBL1200444
1986,POTASSIUM LACTATE,CHEMBL1200664
1986,PYRITHIONE,CHEMBL1650619
1986,PYRITHIONE ZINC,CHEMBL3392049
1986,SODIUM MONOFLUOROPHOSPHATE,CHEMBL1908359
1986,SULBACTAM SODIUM,CHEMBL1200944
1986,TECHNETIUM LIDOFENIN,CHEMBL2110564
1986,TECHNETIUM TC 99M LIDOFENIN,CHEMBL1200663
1986,TERODILINE,CHEMBL363295
1986,TERODILINE HYDROCHLORIDE,CHEMBL539770
1986,TRANEXAMIC ACID,CHEMBL877
1986,UROFOLLITROPIN,CHEMBL1201520
1986,ZINC CHLORIDE,CHEMBL1200679
1987,AMSACRINE,CHEMBL43
1987,APRACLONIDINE,CHEMBL647
1987,APRACLONIDINE HYDROCHLORIDE,CHEMBL1200379
1987,CARPROFEN,CHEMBL1316
1987,CEFMENOXIME,CHEMBL1201224
1987,CEFMENOXIME HYDROCHLORIDE,CHEMBL3183193
1987,CEFUROXIME AXETIL,CHEMBL1095930
1987,CEPHALEXIN HYDROCHLORIDE,CHEMBL1200366
1987,CIPROFLOXACIN,CHEMBL8
1987,CIPROFLOXACIN HYDROCHLORIDE,CHEMBL1202
1987,CUPRIC SULFATE,CHEMBL604
1987,FLUOXETINE,CHEMBL41
1987,FLUOXETINE HYDROCHLORIDE,CHEMBL1201082
1987,HYDROCODONE POLISTIREX,CHEMBL1201470
1987,INSULIN ZINC SUSP EXTENDED RECOMBINANT HUMAN,CHEMBL1201641
1987,IOFETAMINE,CHEMBL1201308
1987,IOFETAMINE HYDROCHLORIDE I 123,CHEMBL1200360
1987,LISINOPRIL,CHEMBL419213
1987,LISINOPRIL ANHYDROUS,CHEMBL1237
1987,LOVASTATIN,CHEMBL503
1987,MANGANESE SULFATE,CHEMBL1200557
1987,MANGANESE SULFATE,CHEMBL2103742
1987,MESALAMINE,CHEMBL704
1987,MILRINONE,CHEMBL189
1987,MILRINONE LACTATE,CHEMBL1200977
1987,MITOXANTRONE,CHEMBL58
1987,MITOXANTRONE HYDROCHLORIDE,CHEMBL1417019
1987,MOMETASONE FUROATE,CHEMBL1161
1987,MUPIROCIN,CHEMBL719
1987,PENBUTOLOL,CHEMBL1290
1987,PENBUTOLOL SULFATE,CHEMBL2361370
1987,PHENAZOPYRIDINE,CHEMBL1242
1987,PHENAZOPYRIDINE HYDROCHLORIDE,CHEMBL1201022
1987,PIRPROFEN,CHEMBL188952
1987,PSEUDOEPHEDRINE POLISTIREX,CHEMBL1201483
1987,RILMENIDINE,CHEMBL289480
1987,SODIUM BENZOATE,CHEMBL1356
1987,SODIUM PHENYLACETATE,CHEMBL1200358
1987,TECHNETIUM MEBROFENIN,CHEMBL2110555
1987,TECHNETIUM TC 99M MEBROFENIN,CHEMBL1200421
1987,TERAZOSIN,CHEMBL611
1987,TERAZOSIN HYDROCHLORIDE,CHEMBL3989562
1987,TERCONAZOLE,CHEMBL1306
1987,TERIPARATIDE ACETATE,CHEMBL1201549
1987,URSODIOL,CHEMBL1551
1987,ZIDOVUDINE,CHEMBL129
1987,ZINC SULFATE,CHEMBL1200929
1988,2-MERCAPTOETHANESULFONIC ACID,CHEMBL1098319
1988,ASTEMIZOLE,CHEMBL296419
1988,CARTEOLOL,CHEMBL839
1988,CARTEOLOL HYDROCHLORIDE,CHEMBL1201002
1988,CEFOTIAM,CHEMBL1296
1988,CEFOTIAM HYDROCHLORIDE,CHEMBL1200589
1988,DICLOFENAC,CHEMBL139
1988,DICLOFENAC SODIUM,CHEMBL1034
1988,ENALAPRILAT,CHEMBL3989406
1988,ETHANOLAMINE OLEATE,CHEMBL3989529
1988,GADOPENTETATE DIMEGLUMINE,CHEMBL1200431
1988,IFOSFAMIDE,CHEMBL1024
1988,IOVERSOL,CHEMBL1200614
1988,MESNA,CHEMBL975
1988,MISOPROSTOL,CHEMBL606
1988,NAFTIFINE,CHEMBL626
1988,NAFTIFINE HYDROCHLORIDE,CHEMBL1200493
1988,NICARDIPINE,CHEMBL1484
1988,NICARDIPINE HYDROCHLORIDE,CHEMBL1200326
1988,NIMODIPINE,CHEMBL1428
1988,NIZATIDINE,CHEMBL3183075
1988,OCTREOTIDE,CHEMBL1680
1988,OCTREOTIDE ACETATE,CHEMBL1200480
1988,OXICONAZOLE,CHEMBL1262
1988,OXICONAZOLE NITRATE,CHEMBL1200836
1988,OZAGREL,CHEMBL11662
1988,PENICILLIN G SODIUM,CHEMBL1126
1988,PERGOLIDE,CHEMBL531
1988,PERGOLIDE MESYLATE,CHEMBL1275
1988,TECHNETIUM EXAMETAZIME,CHEMBL2111018
1988,TECHNETIUM TC 99M EXAMETAZIME,CHEMBL2107074
1988,TIOPRONIN,CHEMBL1314
1988,TRIMETHOPRIM SULFATE,CHEMBL2110367
1989,ADENOSINE,CHEMBL477
1989,CARBOPLATIN,CHEMBL1351
1989,CEFIXIME,CHEMBL1541
1989,CEFMETAZOLE,CHEMBL1201195
1989,CEFMETAZOLE SODIUM,CHEMBL1201118
1989,CEFPIRAMIDE,CHEMBL1201204
1989,CEFPIRAMIDE SODIUM,CHEMBL1200672
1989,CEFTAZIDIME SODIUM,CHEMBL1200768
1989,CLOMIPRAMINE,CHEMBL415
1989,CLOMIPRAMINE HYDROCHLORIDE,CHEMBL1200710
1989,CLOZAPINE,CHEMBL42
1989,DEZOCINE,CHEMBL1685
1989,EPOETIN ALFA,CHEMBL1201565
1989,FLUTAMIDE,CHEMBL806
1989,GANCICLOVIR,CHEMBL182
1989,GANCICLOVIR SODIUM,CHEMBL1200850
1989,GONADORELIN ACETATE,CHEMBL1200511
1989,GOSERELIN,CHEMBL1201247
1989,GOSERELIN ACETATE,CHEMBL1200501
1989,IBUDILAST,CHEMBL19449
1989,INDECAINIDE,CHEMBL1201242
1989,INDECAINIDE HYDROCHLORIDE,CHEMBL1200341
1989,INTERFERON ALFA-N3,CHEMBL2109047
1989,IOTROLAN,CHEMBL1200555
1989,KETOROLAC,CHEMBL469
1989,KETOROLAC TROMETHAMINE,CHEMBL1201124
1989,MEFLOQUINE,CHEMBL416956
1989,MEFLOQUINE HYDROCHLORIDE,CHEMBL535650
1989,METIPRANOLOL,CHEMBL1291
1989,METIPRANOLOL HYDROCHLORIDE,CHEMBL1200947
1989,METOPROLOL FUMARATE,CHEMBL3989566
1989,NORGESTIMATE,CHEMBL1200934
1989,OMEPRAZOLE,CHEMBL1503
1989,PINACIDIL,CHEMBL1200338
1989,PINACIDIL ANHYDROUS,CHEMBL1159
1989,PROPAFENONE,CHEMBL631
1989,PROPAFENONE HYDROCHLORIDE,CHEMBL1201063
1989,PROPOFOL,CHEMBL526
1989,RUBIDIUM CHLORIDE,CHEMBL2110557
1989,RUBIDIUM CHLORIDE RB 82,CHEMBL1200727
1989,SELEGILINE,CHEMBL972
1989,SELEGILINE HYDROCHLORIDE,CHEMBL1200904
1989,TOLRESTAT,CHEMBL436
1990,ACETAZOLAMIDE SODIUM,CHEMBL1200814
1990,ALTRETAMINE,CHEMBL1455
1990,BEPRIDIL,CHEMBL1008
1990,BEPRIDIL HYDROCHLORIDE,CHEMBL1200382
1990,CETYL ALCOHOL,CHEMBL706
1990,COLFOSCERIL PALMITATE,CHEMBL1200737
1990,DAPIPRAZOLE,CHEMBL1201216
1990,DAPIPRAZOLE HYDROCHLORIDE,CHEMBL1201044
1990,DILEVALOL,CHEMBL27193
1990,DILEVALOL HYDROCHLORIDE,CHEMBL1204165
1990,DOXAZOSIN,CHEMBL707
1990,DOXAZOSIN MESYLATE,CHEMBL1200561
1990,EBASTINE,CHEMBL305660
1990,EFLORNITHINE,CHEMBL830
1990,EFLORNITHINE HYDROCHLORIDE,CHEMBL1201037
1990,ESTAZOLAM,CHEMBL285674
1990,FLUCONAZOLE,CHEMBL106
1990,FLUTICASONE PROPIONATE,CHEMBL1473
1990,GLUCONOLACTONE,CHEMBL1200829
1990,HALOBETASOL PROPIONATE,CHEMBL1200908
1990,IDARUBICIN,CHEMBL1117
1990,IDARUBICIN HYDROCHLORIDE,CHEMBL1200976
1990,ISRADIPINE,CHEMBL1648
1990,LEVAMISOLE,CHEMBL1454
1990,LEVAMISOLE HYDROCHLORIDE,CHEMBL1770
1990,MAGNESIUM CARBONATE,CHEMBL1200736
1990,MOCLOBEMIDE,CHEMBL86304
1990,MORICIZINE,CHEMBL1075
1990,MORICIZINE HYDROCHLORIDE,CHEMBL1200334
1990,NAFARELIN,CHEMBL1201309
1990,NAFARELIN ACETATE,CHEMBL1200671
1990,OFLOXACIN,CHEMBL4
1990,OLSALAZINE,CHEMBL425
1990,OLSALAZINE SODIUM,CHEMBL1201013
1990,PEGADEMASE BOVINE,CHEMBL1201514
1990,PIPECURONIUM,CHEMBL1201206
1990,PIPECURONIUM BROMIDE,CHEMBL1200722
1990,PODOFILOX,CHEMBL61
1990,REMOXIPRIDE,CHEMBL22242
1990,REMOXIPRIDE HYDROCHLORIDE,CHEMBL3989556
1990,SERMORELIN ACETATE,CHEMBL1201490
1990,TECHNETIUM  TEBOROXIME,CHEMBL4597794
1990,TECHNETIUM MERTIATIDE,CHEMBL2111131
1990,TECHNETIUM SESTAMIBI,CHEMBL4594619
1990,TECHNETIUM TC 99M MERTIATIDE,CHEMBL2107488
1990,TECHNETIUM TC 99M SESTAMIBI,CHEMBL4594241
1990,TECHNETIUM TC 99M TEBOROXIME,CHEMBL4594222
1990,TYLOXAPOL,CHEMBL1201548
1991,ALGLUCERASE,CHEMBL1201633
1991,AZITHROMYCIN,CHEMBL529
1991,BENAZEPRIL,CHEMBL838
1991,BENAZEPRIL HYDROCHLORIDE,CHEMBL1694
1991,BERACTANT,CHEMBL1201624
1991,"CEFPROZIL ANHYDROUS, (E)-",CHEMBL276568
1991,"CEFPROZIL, (E)-",CHEMBL5314373
1991,CLARITHROMYCIN,CHEMBL1741
1991,DIDANOSINE,CHEMBL1460
1991,DOXACURIUM,CHEMBL1237123
1991,DOXACURIUM CHLORIDE,CHEMBL1237099
1991,ENOXACIN,CHEMBL826
1991,ETODOLAC,CHEMBL622
1991,FELODIPINE,CHEMBL1480
1991,FILGRASTIM,CHEMBL1201567
1991,FLUDARABINE PHOSPHATE,CHEMBL1096882
1991,FLUMAZENIL,CHEMBL407
1991,FOSCARNET,CHEMBL666
1991,FOSCARNET SODIUM,CHEMBL754
1991,FOSINOPRIL,CHEMBL3039598
1991,FOSINOPRIL SODIUM,CHEMBL3039596
1991,GALLIUM NITRATE,CHEMBL1200983
1991,HISTRELIN,CHEMBL1201255
1991,HISTRELIN ACETATE,CHEMBL1200509
1991,INDIUM IN 111 SATUMOMAB PENDETIDE,CHEMBL1743091
1991,ISOSORBIDE MONONITRATE,CHEMBL1311
1991,LEVORPHANOL,CHEMBL592
1991,LEVORPHANOL TARTRATE,CHEMBL3989768
1991,LORACARBEF,CHEMBL1200610
1991,LORACARBEF ANHYDROUS,CHEMBL1013
1991,MOXONIDINE,CHEMBL19236
1991,NABUMETONE,CHEMBL1070
1991,NEBACUMAB,CHEMBL2109181
1991,ONABOTULINUMTOXINA,CHEMBL1201574
1991,ONDANSETRON,CHEMBL46
1991,ONDANSETRON HYDROCHLORIDE,CHEMBL3186492
1991,PAMIDRONATE DISODIUM,CHEMBL3989401
1991,PAMIDRONIC ACID,CHEMBL834
1991,PENTOSTATIN,CHEMBL1580
1991,PRAVASTATIN,CHEMBL1144
1991,PRAVASTATIN SODIUM,CHEMBL690
1991,PREDNICARBATE,CHEMBL1200386
1991,QUINAPRIL,CHEMBL1592
1991,QUINAPRIL HYDROCHLORIDE,CHEMBL1201011
1991,RAMIPRIL,CHEMBL1168
1991,RITODRINE,CHEMBL83063
1991,RITODRINE HYDROCHLORIDE,CHEMBL1367605
1991,SARGRAMOSTIM,CHEMBL1201670
1991,SERTRALINE,CHEMBL809
1991,SERTRALINE HYDROCHLORIDE,CHEMBL1709
1991,SIMVASTATIN,CHEMBL1064
1991,SUCCIMER,CHEMBL1201073
1991,TECHNETIUM TC 99M RED BLOOD CELLS,CHEMBL1201527
1991,TICLOPIDINE,CHEMBL833
1991,TICLOPIDINE HYDROCHLORIDE,CHEMBL1717
1992,ALDESLEUKIN,CHEMBL1201438
1992,AMLODIPINE,CHEMBL1491
1992,AMLODIPINE BESYLATE,CHEMBL1200402
1992,ATOVAQUONE,CHEMBL1450
1992,AVOBENZONE,CHEMBL1200522
1992,BISOPROLOL,CHEMBL645
1992,BISOPROLOL FUMARATE,CHEMBL1472989
1992,CEFPODOXIME PROXETIL,CHEMBL1201016
1992,DESFLURANE,CHEMBL1200733
1992,DESOGESTREL,CHEMBL1533
